"","X","data_listing_id","data_title","data_display_title","data_url","data_installment","data_image_src","data_compare_image","data_make","data_model","data_year","data_mileage","data_transmission","data_ad_type","data_variant","data_seller_id","data_profile_id","data_listing_trusted","data_dealer_isverified","data_view_store","data_country_code","data_vehicle_type","listing_price","listing_rating"
"4709",4709,9965176,"2022 Perodua Myvi 1.5 AV - MUDAH LULUS","2022 Perodua Myvi 1.5 AV Hatchback","https://www.carlist.my/new-cars/2022-perodua-myvi-1-5-av-mudah-lulus/9965176","777","https://img1.icarcdn.com/6715699/main-m_new-car-carlist-perodua-myvi-av-hatchback-malaysia_000006715699_ca0195a6_1363_4bb9_bece_b6267fa9a2e6.jpg.webp?smia=xTM","https://img1.icarcdn.com/6715699/thumb-l_new-car-carlist-perodua-myvi-av-hatchback-malaysia_000006715699_ca0195a6_1363_4bb9_bece_b6267fa9a2e6.jpg.webp?smia=xTM","Perodua","Myvi",2022,0,"Automatic","New","AV","1a782fb8-904e-4b66-822e-ee4da0d97580","09e0b784-b4e2-4fa4-b2e4-97cb052bd3ee","false","ʉʏʈʘ","false","my","car","59900",4.2
"4710",4710,9880240,"2022 New Kaicene Era Star II - Pick-Up/Panel Van","2022 Chana Era Star II 1.2 Semi Panel Van","https://www.carlist.my/new-cars/2022-new-kaicene-era-star-ii-pick-up-panel-van/9880240","707","https://img1.icarcdn.com/0420889/main-m_new-car-carlist-chana-era-star-ii-semi-panel-van-malaysia_000000420889_db3fb4db_ffc3_458b_bbe2_e64a8ac00ab0.jpg.webp?smia=xTM","https://img1.icarcdn.com/0420889/thumb-l_new-car-carlist-chana-era-star-ii-semi-panel-van-malaysia_000000420889_db3fb4db_ffc3_458b_bbe2_e64a8ac00ab0.jpg.webp?smia=xTM","Chana","Era Star II",2022,0,"Manual","New","Semi Panel","7f891454-df8c-4bbe-afd8-b6bb025d2a3a","5d5b1b99-6dde-46b1-9c46-79c012bd6ea2","false","ʉʏʈʘ","false","my","car","54500",NA
"4711",4711,9880569,"2022 New Kaicene Era Star II - Panel Van/Pick-Up","2022 Chana Era Star II 1.2 Semi Panel Van","https://www.carlist.my/new-cars/2022-new-kaicene-era-star-ii-panel-van-pick-up/9880569","707","https://img1.icarcdn.com/9650889/main-m_new-car-carlist-chana-era-star-ii-semi-panel-van-malaysia_000009650889_5defda91_0c20_4863_9c59_8fd0b260c20f.jpg.webp?smia=xTM","https://img1.icarcdn.com/9650889/thumb-l_new-car-carlist-chana-era-star-ii-semi-panel-van-malaysia_000009650889_5defda91_0c20_4863_9c59_8fd0b260c20f.jpg.webp?smia=xTM","Chana","Era Star II",2022,0,"Manual","New","Semi Panel","7f891454-df8c-4bbe-afd8-b6bb025d2a3a","5d5b1b99-6dde-46b1-9c46-79c012bd6ea2","false","ʉʏʈʘ","false","my","car","54500",NA
"4712",4712,9880418,"2022 New Foton View C2 Van - Panel/Window","2022 Foton View 2.8 C2 Panel Van","https://www.carlist.my/new-cars/2022-new-foton-view-c2-van-panel-window/9880418","1006","https://img1.icarcdn.com/8140889/main-m_new-car-carlist-foton-view-c2-panel-van-malaysia_000008140889_7f9ea722_73db_4f1c_a016_52426e7a3333.jpg.webp?smia=xTM","https://img1.icarcdn.com/8140889/thumb-l_new-car-carlist-foton-view-c2-panel-van-malaysia_000008140889_7f9ea722_73db_4f1c_a016_52426e7a3333.jpg.webp?smia=xTM","Foton","View",2022,0,"Manual","New","C2 Panel","7f891454-df8c-4bbe-afd8-b6bb025d2a3a","5d5b1b99-6dde-46b1-9c46-79c012bd6ea2","false","ʉʏʈʘ","false","my","car","77600",NA
"4713",4713,9963027,"REBATE RM1XXX + FREEGIFT","2022 Honda HR-V 1.5 V SUV","https://www.carlist.my/new-cars/rebate-rm1xxx-freegift/9963027","1469","https://img1.icarcdn.com/7203699/main-m_new-car-carlist-honda-hr-v-v-suv-malaysia_000007203699_4cd88932_8272_40c3_8af8_db9baf5c9acb.jpeg.webp?smia=xTM","https://img1.icarcdn.com/7203699/thumb-l_new-car-carlist-honda-hr-v-v-suv-malaysia_000007203699_4cd88932_8272_40c3_8af8_db9baf5c9acb.jpeg.webp?smia=xTM","Honda","HR-V",2022,0,"Automatic","New","V","992b7ab6-4aeb-e311-94af-0261ba99cd9c","d8b564d0-63eb-e311-94af-0261ba99cd9c","false","ʉʏʈʘ","false","my","car","113300",4.4
"4714",4714,9963287,"2022 All New Honda HR-V Best Deals","2022 Honda HR-V 1.5 V SUV","https://www.carlist.my/new-cars/2022-all-new-honda-hr-v-best-deals/9963287","1478","https://img1.icarcdn.com/7823699/main-m_new-car-carlist-honda-hr-v-v-suv-malaysia_000007823699_886fcc41_ae16_4986_a4c3_5bfff4233888.jpg.webp?smia=xTM","https://img1.icarcdn.com/7823699/thumb-l_new-car-carlist-honda-hr-v-v-suv-malaysia_000007823699_886fcc41_ae16_4986_a4c3_5bfff4233888.jpg.webp?smia=xTM","Honda","HR-V",2022,0,"Automatic","New","V","98446b02-10f0-4a98-9897-c72d7336868f","8a42cb68-bab8-4282-9724-54c246436097","false","ʉʏʈʘ","false","my","car","114000",4.4
"4715",4715,9421995,"2022 Mitsubishi Triton 2.4 VGT Athlete Pickup Truck","2022 Mitsubishi Triton 2.4 VGT Athlete Pickup Truck","https://www.carlist.my/new-cars/2022-mitsubishi-triton-2-4-vgt-athlete-pickup-truck/9421995","1901","https://img1.icarcdn.com/5991249/main-m_new-car-carlist-mitsubishi-triton-vgt-athlete-pickup-truck-malaysia_000005991249_629546a4_81ea_4d7f_81dd_e1941b0f139e.jpeg.webp?smia=xTM","https://img1.icarcdn.com/5991249/thumb-l_new-car-carlist-mitsubishi-triton-vgt-athlete-pickup-truck-malaysia_000005991249_629546a4_81ea_4d7f_81dd_e1941b0f139e.jpeg.webp?smia=xTM","Mitsubishi","Triton",2022,0,"Automatic","New","VGT Athlete","2cddb149-70f2-4a98-a356-e006ab78b405","1990d9cc-0de6-4d77-87be-3ec0eebaa332","false","ʉʏʈʘ","false","my","car","146600",4.8
"4716",4716,9464592,"2022 New Honda Accord 1.5 TC/TCP","2022 Honda Accord 1.5 TC VTEC Sedan","https://www.carlist.my/new-cars/2022-new-honda-accord-1-5-tc-tcp/9464592","2372","https://img1.icarcdn.com/2954649/main-m_new-car-carlist-honda-accord-tc-vtec-sedan-malaysia_000002954649_4615dff6_6dad_4c5a_ae33_08b238029c34.jpg.webp?smia=xTM","https://img1.icarcdn.com/2954649/thumb-l_new-car-carlist-honda-accord-tc-vtec-sedan-malaysia_000002954649_4615dff6_6dad_4c5a_ae33_08b238029c34.jpg.webp?smia=xTM","Honda","Accord",2022,0,"Automatic","New","TC VTEC","98446b02-10f0-4a98-9897-c72d7336868f","8a42cb68-bab8-4282-9724-54c246436097","false","ʉʏʈʘ","false","my","car","183000",4.5
"4717",4717,9563978,"2022 New Honda City Hatchback with FREE GIFTS","2022 Honda City 1.5 V Sensing Sedan","https://www.carlist.my/new-cars/2022-new-honda-city-hatchback-with-free-gifts/9563978","1011","https://img1.icarcdn.com/8793659/main-m_new-car-carlist-honda-city-v-sedan-malaysia_000008793659_7e343ed0_1863_4a10_aa0c_e72cd007ba2e.jpg.webp?smia=xTM","https://img1.icarcdn.com/8793659/thumb-l_new-car-carlist-honda-city-v-sedan-malaysia_000008793659_7e343ed0_1863_4a10_aa0c_e72cd007ba2e.jpg.webp?smia=xTM","Honda","City",2022,0,"Automatic","New","V Sensing","98446b02-10f0-4a98-9897-c72d7336868f","8a42cb68-bab8-4282-9724-54c246436097","false","ʉʏʈʘ","false","my","car","78000",4.4
"4718",4718,9245981,"2022 New Honda City 1.5 Sedan FREE GIFTS","2022 Honda City 1.5 V i-VTEC Sedan","https://www.carlist.my/new-cars/2022-new-honda-city-1-5-sedan-free-gifts/9245981","972","https://img1.icarcdn.com/1895429/main-m_new-car-carlist-honda-city-v-i-vtec-sedan-malaysia_000001895429_4ec6d7a0_3995_4519_beee_bca442aca7e4.jpg.webp?smia=xTM","https://img1.icarcdn.com/1895429/thumb-l_new-car-carlist-honda-city-v-i-vtec-sedan-malaysia_000001895429_4ec6d7a0_3995_4519_beee_bca442aca7e4.jpg.webp?smia=xTM","Honda","City",2022,0,"Automatic","New","V i-VTEC","98446b02-10f0-4a98-9897-c72d7336868f","8a42cb68-bab8-4282-9724-54c246436097","false","ʉʏʈʘ","false","my","car","75000",4.4
"4719",4719,8795042,"Mitsubishi Triton 2.4 VGT Athlete Raya Promotion Best Deal","2022 Mitsubishi Triton 2.4 VGT Athlete Pickup Truck","https://www.carlist.my/new-cars/mitsubishi-triton-2-4-vgt-athlete-raya-promotion-best-deal/8795042","1888","https://img1.icarcdn.com/2405978/main-m_new-car-carlist-mitsubishi-triton-vgt-athlete-pickup-truck-malaysia_000002405978_62896f72_ca45_4757_b477_531a6b020933.jpeg.webp?smia=xTM","https://img1.icarcdn.com/2405978/thumb-l_new-car-carlist-mitsubishi-triton-vgt-athlete-pickup-truck-malaysia_000002405978_62896f72_ca45_4757_b477_531a6b020933.jpeg.webp?smia=xTM","Mitsubishi","Triton",2022,0,"Automatic","New","VGT Athlete","3b6b3da1-2d0e-e311-942c-06bdc711d8e8","417e9c82-63eb-e311-94af-0261ba99cd9c","false","ʉʏʈʘ","false","my","car","145600",4.8
"4720",4720,9690864,"2022 Honda City 1.5 V Sedan (SEPTEMBER READY STOK CITY V PUTIH)","2022 Honda City 1.5 V Sensing Sedan","https://www.carlist.my/new-cars/2022-honda-city-1-5-v-sedan-september-ready-stok-city-v-putih/9690864","1123","https://img1.icarcdn.com/4680969/main-m_new-car-carlist-honda-city-v-sedan-malaysia_000004680969_fd046a18_85b2_4203_8a98_aada03d67805.jpeg.webp?smia=xTM","https://img1.icarcdn.com/4680969/thumb-l_new-car-carlist-honda-city-v-sedan-malaysia_000004680969_fd046a18_85b2_4203_8a98_aada03d67805.jpeg.webp?smia=xTM","Honda","City",2022,1,"Automatic","New","V Sensing","44e048c5-e98c-4221-b5af-c2d2afb222cc","ba5d9796-e4fb-497f-a2f4-a69456b7067b","false","ʉʏʈʘ","false","my","car","86600",4.4
"4721",4721,9830692,"2022 Proton X70 1.5 TGDI Premium SUV","2022 Proton X70 1.5 TGDI Premium SUV","https://www.carlist.my/new-cars/2022-proton-x70-1-5-tgdi-premium-suv/9830692","1653","https://img1.icarcdn.com/2960389/main-m_new-car-carlist-proton-x70-tgdi-premium-suv-malaysia_000002960389_c738c237_37f3_4bf9_9378_23368f403b11.jpeg.webp?smia=xTM","https://img1.icarcdn.com/2960389/thumb-l_new-car-carlist-proton-x70-tgdi-premium-suv-malaysia_000002960389_c738c237_37f3_4bf9_9378_23368f403b11.jpeg.webp?smia=xTM","Proton","X70",2022,0,"Automatic","New","TGDI Premium","8bf9a240-6665-4596-bf24-10353697893f","52b49863-d67c-43c2-826f-d5e9c59afc64","false","ʉʏʈʘ","false","my","car","127500",4.5
"4722",4722,9925304,"2022 Proton X70 1.5 TGDI Premium SUV Ready Stock","2022 Proton X70 1.5 TGDI Premium SUV","https://www.carlist.my/new-cars/2022-proton-x70-1-5-tgdi-premium-suv-ready-stock/9925304","1596","https://img1.icarcdn.com/4035299/main-m_new-car-carlist-proton-x70-tgdi-premium-suv-malaysia_000004035299_7a403358_ec59_4da7_a80b_8f12a30eab8f.jpg.webp?smia=xTM","https://img1.icarcdn.com/4035299/thumb-l_new-car-carlist-proton-x70-tgdi-premium-suv-malaysia_000004035299_7a403358_ec59_4da7_a80b_8f12a30eab8f.jpg.webp?smia=xTM","Proton","X70",2022,0,"Automatic","New","TGDI Premium","901bc17e-20e1-e511-94c3-06e4185eac05","931bc17e-20e1-e511-94c3-06e4185eac05","false","ʉʏʈʘ","false","my","car","123123",4.5
"4723",4723,9780499,"All New 2022 Proton Saga 1.3 Standard Sedan","2022 Proton Saga 1.3 Standard Sedan","https://www.carlist.my/new-cars/all-new-2022-proton-saga-1-3-standard-sedan/9780499","503","https://img1.icarcdn.com/9940879/main-m_new-car-carlist-proton-saga-standard-sedan-malaysia_000009940879_256f0e02_74cd_4574_a638_e5b12ddb6687.jpeg.webp?smia=xTM","https://img1.icarcdn.com/9940879/thumb-l_new-car-carlist-proton-saga-standard-sedan-malaysia_000009940879_256f0e02_74cd_4574_a638_e5b12ddb6687.jpeg.webp?smia=xTM","Proton","Saga",2022,0,"Automatic","New","Standard","901bc17e-20e1-e511-94c3-06e4185eac05","931bc17e-20e1-e511-94c3-06e4185eac05","false","ʉʏʈʘ","false","my","car","38800",3.9
"4724",4724,9401203,"2022 Mitsubishi Triton 2.5 Quest Pickup Truck CBU Thailand 5 Year Warranty","2022 Mitsubishi Triton 2.5 Quest Pickup Truck","https://www.carlist.my/new-cars/2022-mitsubishi-triton-2-5-quest-pickup-truck-cbu-thailand-5-year-warranty/9401203","1055","https://img1.icarcdn.com/3021049/main-m_new-car-carlist-mitsubishi-triton-quest-pickup-truck-malaysia_000003021049_11a0617e_1011_4dfa_bf35_9d11eaec88f9.jpeg.webp?smia=xTM","https://img1.icarcdn.com/3021049/thumb-l_new-car-carlist-mitsubishi-triton-quest-pickup-truck-malaysia_000003021049_11a0617e_1011_4dfa_bf35_9d11eaec88f9.jpeg.webp?smia=xTM","Mitsubishi","Triton",2022,0,"Manual","New","Quest","3b6b3da1-2d0e-e311-942c-06bdc711d8e8","417e9c82-63eb-e311-94af-0261ba99cd9c","false","ʉʏʈʘ","false","my","car","81390",4.8
"4725",4725,8761960,"2022 Mitsubishi Triton 2.4 VGT MIVEC Automatic 4x4","2022 Mitsubishi Triton 2.4 VGT Pickup Truck","https://www.carlist.my/new-cars/2022-mitsubishi-triton-2-4-vgt-mivec-automatic-4x4/8761960","1387","https://img1.icarcdn.com/0691678/main-m_new-car-carlist-mitsubishi-triton-vgt-pickup-truck-malaysia_000000691678_f3e891fc_cff2_40c6_8ec7_88bf546c10a0.jpeg.webp?smia=xTM","https://img1.icarcdn.com/0691678/thumb-l_new-car-carlist-mitsubishi-triton-vgt-pickup-truck-malaysia_000000691678_f3e891fc_cff2_40c6_8ec7_88bf546c10a0.jpeg.webp?smia=xTM","Mitsubishi","Triton",2022,0,"Automatic","New","VGT","3b6b3da1-2d0e-e311-942c-06bdc711d8e8","417e9c82-63eb-e311-94af-0261ba99cd9c","false","ʉʏʈʘ","false","my","car","106990",4.8
"4726",4726,9761125,"2022 Toyota Yaris 1.5 G Hatchback best deal Islamic loan","2022 Toyota Yaris 1.5 G Hatchback","https://www.carlist.my/new-cars/2022-toyota-yaris-1-5-g-hatchback-best-deal-islamic-loan/9761125","1136","https://img1.icarcdn.com/5211679/main-m_new-car-carlist-toyota-yaris-g-hatchback-malaysia_000005211679_54dd761f_14eb_4a7e_bf35_5ef957209bee.jpg.webp?smia=xTM","https://img1.icarcdn.com/5211679/thumb-l_new-car-carlist-toyota-yaris-g-hatchback-malaysia_000005211679_54dd761f_14eb_4a7e_bf35_5ef957209bee.jpg.webp?smia=xTM","Toyota","Yaris",2022,0,"Automatic","New","G","b04a41bd-e85e-45fa-9cc1-7202e0c7e5a4","032e5d0a-ee42-4347-b7d4-573f3b2c0b9d","false","ʉʏʈʘ","false","my","car","87600",4.3
"4727",4727,8726857,"2022 Honda BR-V 1.5 E V i-VTEC SUV READY STOCK","2022 Honda BR-V 1.5 E i-VTEC SUV","https://www.carlist.my/new-cars/2022-honda-br-v-1-5-e-v-i-vtec-suv-ready-stock/8726857","1072","https://img1.icarcdn.com/7586278/main-m_new-car-carlist-honda-br-v-e-i-vtec-suv-malaysia_000007586278_b29a7e9e_2c98_444e_bff9_52037268db02.jpg.webp?smia=xTM","https://img1.icarcdn.com/7586278/thumb-l_new-car-carlist-honda-br-v-e-i-vtec-suv-malaysia_000007586278_b29a7e9e_2c98_444e_bff9_52037268db02.jpg.webp?smia=xTM","Honda","BR-V",2022,0,"Automatic","New","E i-VTEC","bc53abd0-30b7-e511-94c3-06e4185eac05","bf53abd0-30b7-e511-94c3-06e4185eac05","false","ʉʏʈʘ","false","my","car","82700",4.3
"4728",4728,9953419,"2022 Toyota Yaris 1.5 G Hatchback","2022 Toyota Yaris 1.5 G Hatchback","https://www.carlist.my/new-cars/2022-toyota-yaris-1-5-g-hatchback/9953419","1132","https://img1.icarcdn.com/9143599/main-m_new-car-carlist-toyota-yaris-g-hatchback-malaysia_000009143599_f6aef7c7_c677_42fb_b9d2_e77e98b9f167.jpg.webp?smia=xTM","https://img1.icarcdn.com/9143599/thumb-l_new-car-carlist-toyota-yaris-g-hatchback-malaysia_000009143599_f6aef7c7_c677_42fb_b9d2_e77e98b9f167.jpg.webp?smia=xTM","Toyota","Yaris",2022,0,"Automatic","New","G","1a8ffd18-8e09-4c3c-8807-f39e5a369b09","9092b3cb-3f45-4bda-bf45-634ec8444a57","false","ʉʏʈʘ","false","my","car","87310",4.3
"4729",4729,9953351,"2022 Honda Civic 1.5 RS VTEC Sedan","2022 Honda Civic 1.5 RS VTEC Sedan","https://www.carlist.my/new-cars/2022-honda-civic-1-5-rs-vtec-sedan/9953351","1949","https://img1.icarcdn.com/1533599/main-m_new-car-carlist-honda-civic-rs-vtec-sedan-malaysia_000001533599_59e7bd14_f0fd_46cd_ad02_1614ba310075.jpg.webp?smia=xTM","https://img1.icarcdn.com/1533599/thumb-l_new-car-carlist-honda-civic-rs-vtec-sedan-malaysia_000001533599_59e7bd14_f0fd_46cd_ad02_1614ba310075.jpg.webp?smia=xTM","Honda","Civic",2022,0,"Automatic","New","RS VTEC","1a8ffd18-8e09-4c3c-8807-f39e5a369b09","9092b3cb-3f45-4bda-bf45-634ec8444a57","false","ʉʏʈʘ","false","my","car","150360",4.4
"4730",4730,9932573,"2022 Mazda CX-30 2.0 SKYACTIV-G High SUV (HIGH LOAN) (FREE 5 YEARS FREE SERVICE AND WARRANTY)","2022 Mazda CX-30 2.0 SKYACTIV-G High SUV","https://www.carlist.my/new-cars/2022-mazda-cx-30-2-0-skyactiv-g-high-suv-high-loan-free-5-years-free-service-and-warranty/9932573","2125","https://img1.icarcdn.com/3752399/main-m_new-car-carlist-mazda-cx-30-skyactiv-g-high-suv-malaysia_000003752399_6095ebf2_0c77_45e8_a1d2_6db894147665.jpg.webp?smia=xTM","https://img1.icarcdn.com/3752399/thumb-l_new-car-carlist-mazda-cx-30-skyactiv-g-high-suv-malaysia_000003752399_6095ebf2_0c77_45e8_a1d2_6db894147665.jpg.webp?smia=xTM","Mazda","CX-30",2022,0,"Automatic","New","SKYACTIV-G High","1a8ffd18-8e09-4c3c-8807-f39e5a369b09","9092b3cb-3f45-4bda-bf45-634ec8444a57","false","ʉʏʈʘ","false","my","car","163900",NA
"4731",4731,9708750,"2022 Perodua Ativa 1.0 AV - MUDAH LULUS","2022 Perodua Ativa 1.0 AV SUV","https://www.carlist.my/new-cars/2022-perodua-ativa-1-0-av-mudah-lulus/9708750","952","https://img1.icarcdn.com/0578079/main-m_new-car-carlist-perodua-ativa-av-suv-malaysia_000000578079_10e71b1e_a64d_4c01_8e91_963b287c742c.jpg.webp?smia=xTM","https://img1.icarcdn.com/0578079/thumb-l_new-car-carlist-perodua-ativa-av-suv-malaysia_000000578079_10e71b1e_a64d_4c01_8e91_963b287c742c.jpg.webp?smia=xTM","Perodua","Ativa",2022,0,"Automatic","New","AV","1a782fb8-904e-4b66-822e-ee4da0d97580","09e0b784-b4e2-4fa4-b2e4-97cb052bd3ee","false","ʉʏʈʘ","false","my","car","73400",NA
"4732",4732,9708557,"2022 Perodua Myvi 1.5 AV - MUDAH LULUS","2022 Perodua Myvi 1.5 AV Hatchback","https://www.carlist.my/new-cars/2022-perodua-myvi-1-5-av-mudah-lulus/9708557","777","https://img1.icarcdn.com/7558079/main-m_new-car-carlist-perodua-myvi-av-hatchback-malaysia_000007558079_4c36d91b_7669_4776_9ce7_20369923ccbd.jpg.webp?smia=xTM","https://img1.icarcdn.com/7558079/thumb-l_new-car-carlist-perodua-myvi-av-hatchback-malaysia_000007558079_4c36d91b_7669_4776_9ce7_20369923ccbd.jpg.webp?smia=xTM","Perodua","Myvi",2022,0,"Automatic","New","AV","1a782fb8-904e-4b66-822e-ee4da0d97580","09e0b784-b4e2-4fa4-b2e4-97cb052bd3ee","false","ʉʏʈʘ","false","my","car","59900",4.2
"4733",4733,9957371,"2022 Volkswagen Tiguan 1.4 Allspace Life Merdeka Sales","2022 Volkswagen Tiguan 1.4 Allspace Life SUV","https://www.carlist.my/new-cars/2022-volkswagen-tiguan-1-4-allspace-life-merdeka-sales/9957371","2243","https://img1.icarcdn.com/1737599/main-m_new-car-carlist-volkswagen-tiguan-allspace-life-suv-malaysia_000001737599_d35abf84_60a9_440e_9192_a75692c1be87.jpg.webp?smia=xTM","https://img1.icarcdn.com/1737599/thumb-l_new-car-carlist-volkswagen-tiguan-allspace-life-suv-malaysia_000001737599_d35abf84_60a9_440e_9192_a75692c1be87.jpg.webp?smia=xTM","Volkswagen","Tiguan",2022,0,"Automatic","New","Allspace Life","8937e076-29f3-e411-94b6-0261ba99cd9c","8c37e076-29f3-e411-94b6-0261ba99cd9c","false","ʉʏʈʘ","false","my","car","172990",4.4
"4734",4734,9486793,"2022 Proton X70 1.5 TGDI 2WD MAX LOAN+NO SST+XTRA REBET+LOW RATE+FAST STOCK+ACC+GFIT","2022 Proton X70 1.5 TGDI Premium SUV","https://www.carlist.my/new-cars/2022-proton-x70-1-5-tgdi-2wd-max-loan-no-sst-xtra-rebet-low-rate-fast-stock-acc-gfit/9486793","1271","https://img1.icarcdn.com/3976849/main-m_new-car-carlist-proton-x70-tgdi-premium-suv-malaysia_000003976849_85846d2d_0a28_4d2c_811b_3c958fa7c8b5.jpg.webp?smia=xTM","https://img1.icarcdn.com/3976849/thumb-l_new-car-carlist-proton-x70-tgdi-premium-suv-malaysia_000003976849_85846d2d_0a28_4d2c_811b_3c958fa7c8b5.jpg.webp?smia=xTM","Proton","X70",2022,0,"Automatic","New","TGDI Premium","df842eb8-fe3b-e511-94c2-06e4185eac05","e2842eb8-fe3b-e511-94c2-06e4185eac05","false","ʉʏʈʘ","false","my","car","98000",4.5
"4735",4735,9060032,"2022 Volvo XC90 2.0 B5 Inscription Plus SUV","2022 Volvo XC90 2.0 B5 Inscription Plus SUV","https://www.carlist.my/new-cars/2022-volvo-xc90-2-0-b5-inscription-plus-suv/9060032","5341","https://img1.icarcdn.com/2300609/main-m_new-car-carlist-volvo-xc90-b5-inscription-plus-suv-malaysia_000002300609_ed0e5a03_9a7f_4367_93c7_9434d2cccba6.jpeg.webp?smia=xTM","https://img1.icarcdn.com/2300609/thumb-l_new-car-carlist-volvo-xc90-b5-inscription-plus-suv-malaysia_000002300609_ed0e5a03_9a7f_4367_93c7_9434d2cccba6.jpeg.webp?smia=xTM","Volvo","XC90",2022,0,"Automatic","New","B5 Inscription Plus","fa0b8e70-b6fa-46bd-aba6-95008bd28c99","978f6a85-e7b3-4431-a5ed-f4d8cc3e0086","false","ʉʏʈʘ","false","my","car","412000",4.4
"4736",4736,9900088,"2022 Toyota Vios 1.5 G Sedan HARGA TERBARU BULAN MERDEKA OTR SIAP SST","2022 Toyota Vios 1.5 G Sedan","https://www.carlist.my/new-cars/2022-toyota-vios-1-5-g-sedan-harga-terbaru-bulan-merdeka-otr-siap-sst/9900088","1172","https://img1.icarcdn.com/8800099/main-m_new-car-carlist-toyota-vios-g-sedan-malaysia_000008800099_8723fab6_b0fb_4e30_ad0a_9689a67ad737.jpg.webp?smia=xTM","https://img1.icarcdn.com/8800099/thumb-l_new-car-carlist-toyota-vios-g-sedan-malaysia_000008800099_8723fab6_b0fb_4e30_ad0a_9689a67ad737.jpg.webp?smia=xTM","Toyota","Vios",2022,0,"Automatic","New","G","f4d5a707-a4c3-4f63-8c13-c0a369905a61","488983bc-a930-4616-be33-4d66752f1b47","false","ʉʏʈʘ","false","my","car","90400",4.2
"4737",4737,9899907,"2022 Perodua Axia 1.0 GXtra Hatchback HARGA LATEST OTR . JANGAN LAMBAT","2022 Perodua AXIA 1.0 GXtra Hatchback","https://www.carlist.my/new-cars/2022-perodua-axia-1-0-gxtra-hatchback-harga-latest-otr-jangan-lambat/9899907","454","https://img1.icarcdn.com/7099989/main-m_new-car-carlist-perodua-axia-gxtra-hatchback-malaysia_000007099989_b470e27e_5dac_4a71_817b_1e69e0e508e0.jpg.webp?smia=xTM","https://img1.icarcdn.com/7099989/thumb-l_new-car-carlist-perodua-axia-gxtra-hatchback-malaysia_000007099989_b470e27e_5dac_4a71_817b_1e69e0e508e0.jpg.webp?smia=xTM","Perodua","AXIA",2022,0,"Automatic","New","GXtra","aeb9179a-31ae-48b2-b197-f783a5ed1811","5a65fbfe-9022-4811-a585-dce4b735d315","false","ʉʏʈʘ","false","my","car","34990",4.1
"4738",4738,9825367,"2022 Perodua Alza 1.5 H MPV NEW ALZA JULY 2022 . FAST BOOK","2022 Perodua Alza 1.5 H MPV","https://www.carlist.my/new-cars/2022-perodua-alza-1-5-h-mpv-new-alza-july-2022-fast-book/9825367","882","https://img1.icarcdn.com/7635289/main-m_new-car-carlist-perodua-alza-h-mpv-malaysia_000007635289_dc609d78_61b8_4500_a30c_f18d0b034297.jpeg.webp?smia=xTM","https://img1.icarcdn.com/7635289/thumb-l_new-car-carlist-perodua-alza-h-mpv-malaysia_000007635289_dc609d78_61b8_4500_a30c_f18d0b034297.jpeg.webp?smia=xTM","Perodua","Alza",2022,0,"Automatic","New","H","e2fb6031-06fd-e311-94af-0261ba99cd9c","e8fb6031-06fd-e311-94af-0261ba99cd9c","false","ʉʏʈʘ","false","my","car","68000",4
"4739",4739,9834950,"2022 Nissan Almera 1.0 VLP Sedan EASY LOAN APPROVAL","2022 Nissan Almera 1.0 VLP Sedan","https://www.carlist.my/new-cars/2022-nissan-almera-1-0-vlp-sedan-easy-loan-approval/9834950","1049","https://img1.icarcdn.com/0594389/main-m_new-car-carlist-nissan-almera-vlp-sedan-malaysia_000000594389_7a8944fb_383f_470d_ab02_b6081939fa83.jpg.webp?smia=xTM","https://img1.icarcdn.com/0594389/thumb-l_new-car-carlist-nissan-almera-vlp-sedan-malaysia_000000594389_7a8944fb_383f_470d_ab02_b6081939fa83.jpg.webp?smia=xTM","Nissan","Almera",2022,0,"Automatic","New","VLP","eb5b4f25-1961-4d86-ad68-fb5f909f5a37","2f212aed-116a-47c5-8018-26da032c582c","false","ʉʏʈʘ","false","my","car","80888",4
"4740",4740,8809785,"2022 Nissan Serena 2.0 S-Hybrid High-Way Star MPV","2022 Nissan Serena 2.0 S-Hybrid High-Way Star Two-Tone Color MPV","https://www.carlist.my/new-cars/2022-nissan-serena-2-0-s-hybrid-high-way-star-mpv/8809785","1711","https://img1.icarcdn.com/5879088/main-m_new-car-carlist-nissan-serena-s-hybrid-high-way-star-mpv-malaysia_000005879088_dd406198_fd73_4d5f_bf98_bb0db07ba894.jpeg.webp?smia=xTM","https://img1.icarcdn.com/5879088/thumb-l_new-car-carlist-nissan-serena-s-hybrid-high-way-star-mpv-malaysia_000005879088_dd406198_fd73_4d5f_bf98_bb0db07ba894.jpeg.webp?smia=xTM","Nissan","Serena",2022,0,"Automatic","New","S-Hybrid High-Way Star Two-Tone Color","c86853fd-2322-e611-94b7-0261ba99cd9c","cc6853fd-2322-e611-94b7-0261ba99cd9c","false","ʉʏʈʘ","false","my","car","132000",4
